combo_len,buy_pos,signal_len,buy_time,buy_price,sell_time,sell_price,hold_len,long_pnl_pct,long_win,short_pnl_pct,short_win,signal_detail,buy_type
7,5,5,2026-03-19 10:50:00,1083.16,2026-03-19 10:51:00,1083.02,1,-0.012925144946277561,False,0.012925144946277561,True,1#大阳+0.02%;2#长上影阳+0.00%;3#长下影阴-0.02%;4#大阴-0.02%;5#长下影阴-0.01%,中阴
7,5,5,2026-03-19 10:51:00,1083.02,2026-03-19 10:52:00,1082.7,1,-0.02954700744214662,False,0.02954700744214662,True,1#长上影阳+0.00%;2#长下影阴-0.02%;3#大阴-0.02%;4#长下影阴-0.01%;5#中阴-0.02%,中阴
7,5,5,2026-03-19 10:52:00,1082.7,2026-03-19 10:53:00,1082.96,1,0.024014038976631652,True,-0.024014038976631652,False,1#长下影阴-0.02%;2#大阴-0.02%;3#长下影阴-0.01%;4#中阴-0.02%;5#中阴-0.01%,大阴
7,5,5,2026-03-19 10:53:00,1082.96,2026-03-19 10:54:00,1083.52,1,0.051710127797882234,True,-0.051710127797882234,False,1#大阴-0.02%;2#长下影阴-0.01%;3#中阴-0.02%;4#中阴-0.01%;5#大阴-0.03%,大阳
7,5,5,2026-03-19 11:00:00,1083.96,2026-03-19 11:01:00,1084.04,1,0.0073803461382271705,True,-0.0073803461382271705,False,1#大阳+0.06%;2#长上影阳+0.01%;3#长上影阴-0.01%;4#中阴-0.01%;5#大阴-0.04%,大阳
7,5,5,2026-03-19 11:25:00,1083.6,2026-03-19 11:26:00,1083.66,1,0.005537098560370322,True,-0.005537098560370322,False,1#中阳+0.01%;2#大阴-0.04%;3#长下影阴-0.01%;4#中阴-0.01%;5#大阴-0.04%,中阴
7,5,5,2026-03-19 11:26:00,1083.66,2026-03-19 11:27:00,1084.02,1,0.03322075189634202,True,-0.03322075189634202,False,1#大阴-0.04%;2#长下影阴-0.01%;3#中阴-0.01%;4#大阴-0.04%;5#中阴-0.02%,T字
7,5,5,2026-03-19 13:35:00,1080.1,2026-03-19 13:36:00,1080.04,1,-0.0055550411998838475,False,0.0055550411998838475,True,1#中阳+0.02%;2#大阴-0.13%;3#中阴-0.02%;4#长下影阴-0.02%;5#长上影阴-0.01%,小阴
7,5,5,2026-03-19 13:36:00,1080.04,2026-03-19 13:37:00,1079.82,1,-0.02036961594015289,False,0.02036961594015289,True,1#大阴-0.13%;2#中阴-0.02%;3#长下影阴-0.02%;4#长上影阴-0.01%;5#小阴-0.01%,小阴
7,5,5,2026-03-19 13:37:00,1079.82,2026-03-19 13:38:00,1079.34,1,-0.04445185308662723,False,0.04445185308662723,True,1#中阴-0.02%;2#长下影阴-0.02%;3#长上影阴-0.01%;4#小阴-0.01%;5#小阴-0.01%,小阴
7,5,5,2026-03-19 13:38:00,1079.34,2026-03-19 13:39:00,1078.72,1,-0.05744251116421989,False,0.05744251116421989,True,1#长下影阴-0.02%;2#长上影阴-0.01%;3#小阴-0.01%;4#小阴-0.01%;5#小阴-0.01%,大阴
7,5,5,2026-03-19 13:39:00,1078.72,2026-03-19 13:40:00,1078.2,1,-0.04820528033224394,False,0.04820528033224394,True,1#长上影阴-0.01%;2#小阴-0.01%;3#小阴-0.01%;4#小阴-0.01%;5#大阴-0.04%,大阴
7,5,5,2026-03-19 13:40:00,1078.2,2026-03-19 13:41:00,1078.84,1,0.059358189575206145,True,-0.059358189575206145,False,1#小阴-0.01%;2#小阴-0.01%;3#小阴-0.01%;4#大阴-0.04%;5#大阴-0.06%,大阴
7,5,5,2026-03-19 13:41:00,1078.84,2026-03-19 13:42:00,1078.66,1,-0.016684587149145037,False,0.016684587149145037,True,1#小阴-0.01%;2#小阴-0.01%;3#大阴-0.04%;4#大阴-0.06%;5#大阴-0.05%,大阳
7,5,5,2026-03-19 13:58:00,1077.64,2026-03-19 13:59:00,1077.52,1,-0.01113544411864057,False,0.01113544411864057,True,1#中阳+0.02%;2#中阴-0.02%;3#大阴-0.06%;4#大阴-0.06%;5#中阴-0.05%,长上影阳
7,5,5,2026-03-19 14:18:00,1076.4,2026-03-19 14:19:00,1075.84,1,-0.05202526941658982,False,0.05202526941658982,True,1#大阳+0.04%;2#大阴-0.02%;3#中阴-0.01%;4#大阴-0.05%;5#中阴-0.03%,大阴
7,5,5,2026-03-19 14:19:00,1075.84,2026-03-19 14:20:00,1075.28,1,-0.05205234979178553,False,0.05205234979178553,True,1#大阴-0.02%;2#中阴-0.01%;3#大阴-0.05%;4#中阴-0.03%;5#大阴-0.06%,长上影阴
