combo_len,buy_pos,signal_len,buy_time,buy_price,sell_time,sell_price,hold_len,long_pnl_pct,long_win,short_pnl_pct,short_win,signal_detail,buy_type
5,3,3,2026-03-19 21:09:00,16513.0,2026-03-19 21:10:00,16404.0,1,-0.660085992854115,False,0.660085992854115,True,1#长上影阳+0.07%;2#中阴-0.27%;3#大阳+0.87%,大阴
5,3,3,2026-03-19 21:22:00,16871.0,2026-03-19 21:23:00,16826.0,1,-0.2667298915298441,False,0.2667298915298441,True,1#大阳+0.48%;2#长下影阴-0.17%;3#长下影阳+0.16%,大阴
5,3,3,2026-03-20 22:22:00,17076.0,2026-03-20 22:23:00,17026.0,1,-0.2928086202857812,False,0.2928086202857812,True,1#中阴-0.39%;2#大阳+0.74%;3#中阴-0.17%,中阳
5,3,3,2026-03-20 22:57:00,17187.0,2026-03-20 22:58:00,17240.0,1,0.30837260720311865,True,-0.30837260720311865,False,1#大阳+0.24%;2#大阴-0.62%;3#长下影阳+0.06%,长上影阴
6,4,4,2026-03-19 14:37:00,17994.0,2026-03-19 14:38:00,17873.0,1,-0.6724463710125597,False,0.6724463710125597,True,1#大阴-0.34%;2#长下影阴-0.09%;3#长下影阳+0.03%;4#大阴-0.48%,中阳
6,4,4,2026-03-19 21:09:00,16513.0,2026-03-19 21:10:00,16404.0,1,-0.660085992854115,False,0.660085992854115,True,1#大阳+0.97%;2#长上影阳+0.07%;3#中阴-0.27%;4#大阳+0.87%,大阴
6,3,3,2026-03-19 21:09:00,16513.0,2026-03-19 21:11:00,16413.0,2,-0.6055834796826743,False,0.6055834796826743,True,1#长上影阳+0.07%;2#中阴-0.27%;3#大阳+0.87%,大阴
6,3,3,2026-03-19 21:22:00,16871.0,2026-03-19 21:24:00,16763.0,2,-0.6401517396716259,False,0.6401517396716259,True,1#大阳+0.48%;2#长下影阴-0.17%;3#长下影阳+0.16%,大阴
6,4,4,2026-03-20 09:38:00,18414.0,2026-03-20 09:39:00,18457.0,1,0.23351797545345934,True,-0.23351797545345934,False,1#中阳+0.14%;2#大阳+0.38%;3#长上影阴-0.06%;4#中阳+0.21%,大阴
6,4,4,2026-03-20 13:32:00,18189.0,2026-03-20 13:33:00,18191.0,1,0.01099565671559734,True,-0.01099565671559734,False,1#长下影阴-0.02%;2#大阳+0.13%;3#中阳+0.07%;4#长上影阴-0.25%,大阴
6,4,4,2026-03-20 14:20:00,17924.0,2026-03-20 14:21:00,17892.0,1,-0.17853157777281856,False,0.17853157777281856,True,1#长下影阳+0.01%;2#长上影阴-0.12%;3#大阴-0.57%;4#长上影阳+0.09%,小阳
6,4,4,2026-03-20 21:04:00,17881.0,2026-03-20 21:05:00,17804.0,1,-0.43062468542027854,False,0.43062468542027854,True,1#大阴-0.06%;2#小阳+0.22%;3#大阳+0.73%;4#大阴-0.23%,大阳
6,4,4,2026-03-20 21:05:00,17804.0,2026-03-20 21:06:00,17755.0,1,-0.2752190518984498,False,0.2752190518984498,True,1#小阳+0.22%;2#大阳+0.73%;3#大阴-0.23%;4#大阳+0.37%,大阴
6,4,4,2026-03-20 21:14:00,17525.0,2026-03-20 21:15:00,17569.0,1,0.25106990014265335,True,-0.25106990014265335,False,1#中阴-0.16%;2#大阴-0.67%;3#长下影阳+0.22%;4#中阴-0.31%,长上影阳
6,4,4,2026-03-20 22:20:00,17064.0,2026-03-20 22:21:00,17035.0,1,-0.1699484294421003,False,0.1699484294421003,True,1#中阴-0.19%;2#长下影阳+0.05%;3#中阴-0.33%;4#中阴-0.39%,大阳
6,3,3,2026-03-20 22:22:00,17076.0,2026-03-20 22:24:00,17084.0,2,0.04684937924572499,True,-0.04684937924572499,False,1#中阴-0.39%;2#大阳+0.74%;3#中阴-0.17%,中阳
6,4,4,2026-03-20 22:33:00,17122.0,2026-03-20 22:34:00,17205.0,1,0.48475645368531717,True,-0.48475645368531717,False,1#长上影阴-0.08%;2#中阳+0.11%;3#大阳+0.71%;4#中阴-0.17%,中阳
6,4,4,2026-03-20 22:34:00,17205.0,2026-03-20 22:35:00,17199.0,1,-0.03487358326068004,False,0.03487358326068004,True,1#中阳+0.11%;2#大阳+0.71%;3#中阴-0.17%;4#中阳+0.14%,大阳
6,3,3,2026-03-20 22:57:00,17187.0,2026-03-20 22:59:00,17224.0,2,0.21527898993425262,True,-0.21527898993425262,False,1#大阳+0.24%;2#大阴-0.62%;3#长下影阳+0.06%,长上影阴
7,5,5,2026-03-19 13:34:00,18732.0,2026-03-19 13:35:00,18717.0,1,-0.0800768737988469,False,0.0800768737988469,True,1#长下影阳+0.03%;2#中阴-0.07%;3#中阴-0.21%;4#大阴-0.30%;5#大阳+0.18%,大阴
7,5,5,2026-03-19 14:00:00,18396.0,2026-03-19 14:01:00,18440.0,1,0.23918243096325287,True,-0.23918243096325287,False,1#中阴-0.11%;2#大阴-0.33%;3#长上影阴-0.09%;4#大阳+0.10%;5#大阴-0.10%,大阴
7,5,5,2026-03-19 14:01:00,18440.0,2026-03-19 14:02:00,18485.0,1,0.2440347071583514,True,-0.2440347071583514,False,1#大阴-0.33%;2#长上影阴-0.09%;3#大阳+0.10%;4#大阴-0.10%;5#大阴-0.33%,大阳
7,5,5,2026-03-19 14:27:00,18192.0,2026-03-19 14:28:00,18212.0,1,0.10993843447669306,True,-0.10993843447669306,False,1#长上影阴-0.04%;2#中阴-0.17%;3#大阴-0.45%;4#大阳+0.31%;5#长下影阴-0.23%,长下影阴
7,4,4,2026-03-19 14:37:00,17994.0,2026-03-19 14:39:00,17913.0,2,-0.45015005001667224,False,0.45015005001667224,True,1#大阴-0.34%;2#长下影阴-0.09%;3#长下影阳+0.03%;4#大阴-0.48%,中阳
7,5,5,2026-03-19 14:39:00,17913.0,2026-03-19 14:40:00,17925.0,1,0.0669904538603249,True,-0.0669904538603249,False,1#长下影阴-0.09%;2#长下影阳+0.03%;3#大阴-0.48%;4#中阳+0.36%;5#大阴-0.69%,中阳
7,5,5,2026-03-19 14:52:00,17776.0,2026-03-19 14:53:00,17786.0,1,0.056255625562556255,True,-0.056255625562556255,False,1#中阴-0.07%;2#大阴-0.44%;3#大阴-0.31%;4#大阳+0.26%;5#大阴-0.30%,中阴
7,5,5,2026-03-19 14:58:00,17975.0,2026-03-19 14:59:00,18003.0,1,0.15577190542420027,True,-0.15577190542420027,False,1#长上影阳+0.05%;2#中阴-0.21%;3#大阳+0.21%;4#大阳+0.28%;5#大阳+0.17%,大阳
7,4,4,2026-03-19 21:09:00,16513.0,2026-03-19 21:11:00,16413.0,2,-0.6055834796826743,False,0.6055834796826743,True,1#大阳+0.97%;2#长上影阳+0.07%;3#中阴-0.27%;4#大阳+0.87%,大阴
7,3,3,2026-03-19 21:09:00,16513.0,2026-03-19 21:12:00,16442.0,3,-0.4299642705746987,False,0.4299642705746987,True,1#长上影阳+0.07%;2#中阴-0.27%;3#大阳+0.87%,大阴
7,3,3,2026-03-19 21:22:00,16871.0,2026-03-19 21:25:00,16739.0,3,-0.782407681820876,False,0.782407681820876,True,1#大阳+0.48%;2#长下影阴-0.17%;3#长下影阳+0.16%,大阴
7,5,5,2026-03-19 21:28:00,16808.0,2026-03-19 21:29:00,16826.0,1,0.10709186101856259,True,-0.10709186101856259,False,1#大阴-0.26%;2#中阴-0.36%;3#大阴-0.36%;4#大阳+0.48%;5#长上影阴-0.07%,T字
7,5,5,2026-03-20 09:08:00,18199.0,2026-03-20 09:09:00,18189.0,1,-0.05494807407000385,False,0.05494807407000385,True,1#长下影阳+0.15%;2#长上影阳+0.35%;3#大阳+0.20%;4#长上影阴-0.10%;5#中阳+0.23%,中阳
7,5,5,2026-03-20 09:09:00,18189.0,2026-03-20 09:10:00,18118.0,1,-0.3903458134037055,False,0.3903458134037055,True,1#长上影阳+0.35%;2#大阳+0.20%;3#长上影阴-0.10%;4#中阳+0.23%;5#中阳+0.21%,长下影阴
7,5,5,2026-03-20 09:36:00,18416.0,2026-03-20 09:37:00,18456.0,1,0.2172024326672459,True,-0.2172024326672459,False,1#大阳+0.23%;2#大阴-0.18%;3#大阳+0.19%;4#中阳+0.14%;5#大阳+0.38%,长上影阴
7,5,5,2026-03-20 09:37:00,18456.0,2026-03-20 09:38:00,18414.0,1,-0.22756827048114434,False,0.22756827048114434,True,1#大阴-0.18%;2#大阳+0.19%;3#中阳+0.14%;4#大阳+0.38%;5#长上影阴-0.06%,中阳
7,5,5,2026-03-20 09:38:00,18414.0,2026-03-20 09:39:00,18457.0,1,0.23351797545345934,True,-0.23351797545345934,False,1#大阳+0.19%;2#中阳+0.14%;3#大阳+0.38%;4#长上影阴-0.06%;5#中阳+0.21%,大阴
7,4,4,2026-03-20 09:38:00,18414.0,2026-03-20 09:40:00,18478.0,2,0.34756163788421857,True,-0.34756163788421857,False,1#中阳+0.14%;2#大阳+0.38%;3#长上影阴-0.06%;4#中阳+0.21%,大阴
7,5,5,2026-03-20 09:51:00,18367.0,2026-03-20 09:52:00,18355.0,1,-0.06533456743071814,False,0.06533456743071814,True,1#中阳+0.11%;2#长上影阴-0.10%;3#大阴-0.44%;4#长下影阴-0.08%;5#中阳+0.21%,大阴
7,5,5,2026-03-20 09:52:00,18355.0,2026-03-20 09:53:00,18373.0,1,0.09806592209207302,True,-0.09806592209207302,False,1#长上影阴-0.10%;2#大阴-0.44%;3#长下影阴-0.08%;4#中阳+0.21%;5#大阴-0.36%,长上影阴
7,4,4,2026-03-20 13:32:00,18189.0,2026-03-20 13:34:00,18153.0,2,-0.1979218208807521,False,0.1979218208807521,True,1#长下影阴-0.02%;2#大阳+0.13%;3#中阳+0.07%;4#长上影阴-0.25%,大阴
7,5,5,2026-03-20 14:19:00,17908.0,2026-03-20 14:20:00,17924.0,1,0.08934554389099844,True,-0.08934554389099844,False,1#中阴-0.17%;2#中阳+0.07%;3#长下影阳+0.01%;4#长上影阴-0.12%;5#大阴-0.57%,长上影阳
