datetime,open,high,low,close,volume,hold
2026-03-19 10:43:00,19019.0,19052.0,19018.0,19051.0,611,226599
2026-03-19 10:44:00,19050.0,19061.0,19022.0,19030.0,556,226536
2026-03-19 10:45:00,19033.0,19035.0,19023.0,19026.0,251,226530
2026-03-19 10:46:00,19029.0,19029.0,19013.0,19020.0,332,226509
2026-03-19 10:47:00,19018.0,19018.0,19000.0,19008.0,477,226499
2026-03-19 10:48:00,19008.0,19014.0,18997.0,19005.0,282,226563
2026-03-19 10:49:00,19005.0,19007.0,18959.0,18973.0,928,226551
2026-03-19 10:50:00,18972.0,18981.0,18969.0,18971.0,142,226601
2026-03-19 10:51:00,18970.0,18984.0,18958.0,18958.0,942,226737
2026-03-19 10:52:00,18956.0,18970.0,18940.0,18970.0,254,226748
2026-03-19 10:53:00,18968.0,18986.0,18967.0,18983.0,431,226740
2026-03-19 10:54:00,18979.0,19014.0,18975.0,19008.0,711,226697
2026-03-19 10:55:00,19010.0,19014.0,18996.0,19006.0,419,226759
2026-03-19 10:56:00,19003.0,19021.0,19002.0,19016.0,508,226741
2026-03-19 10:57:00,19016.0,19022.0,18992.0,18997.0,76,226760
2026-03-19 10:58:00,18998.0,19001.0,18977.0,18992.0,22,226716
2026-03-19 10:59:00,18992.0,19002.0,18979.0,18984.0,315,226750
2026-03-19 11:00:00,18984.0,19010.0,18984.0,19010.0,315,226765
2026-03-19 11:01:00,19010.0,19017.0,18999.0,19013.0,206,226713
2026-03-19 11:02:00,19013.0,19022.0,19002.0,19006.0,411,226748
2026-03-19 11:03:00,19007.0,19007.0,18981.0,18986.0,39,226738
2026-03-19 11:04:00,18983.0,18983.0,18960.0,18971.0,343,226667
2026-03-19 11:05:00,18969.0,18981.0,18961.0,18977.0,437,226680
2026-03-19 11:06:00,18975.0,18977.0,18955.0,18958.0,460,226697
2026-03-19 11:07:00,18958.0,18975.0,18956.0,18968.0,386,226800
2026-03-19 11:08:00,18966.0,18974.0,18955.0,18968.0,338,226862
2026-03-19 11:09:00,18966.0,18989.0,18963.0,18974.0,460,226885
2026-03-19 11:10:00,18975.0,19006.0,18974.0,19003.0,217,226807
2026-03-19 11:11:00,19005.0,19008.0,18995.0,18998.0,348,226767
2026-03-19 11:12:00,18998.0,19001.0,18985.0,19000.0,381,226759
2026-03-19 11:13:00,18999.0,19004.0,18989.0,19002.0,271,226799
2026-03-19 11:14:00,19000.0,19010.0,18991.0,19002.0,363,226808
2026-03-19 11:15:00,19000.0,19018.0,19000.0,19008.0,33,226819
2026-03-19 11:16:00,19008.0,19011.0,18987.0,18991.0,16,226763
2026-03-19 11:17:00,18991.0,18992.0,18971.0,18976.0,17,226748
2026-03-19 11:18:00,18976.0,18985.0,18970.0,18970.0,332,226737
2026-03-19 11:19:00,18971.0,18993.0,18970.0,18985.0,269,226715
2026-03-19 11:20:00,18985.0,19005.0,18985.0,18993.0,345,226690
2026-03-19 11:21:00,18996.0,19001.0,18983.0,18995.0,258,226681
2026-03-19 11:22:00,18995.0,18997.0,18974.0,18982.0,283,226685
2026-03-19 11:23:00,18985.0,18985.0,18962.0,18968.0,52,226657
2026-03-19 11:24:00,18972.0,18974.0,18946.0,18954.0,580,226660
2026-03-19 11:25:00,18954.0,18963.0,18945.0,18946.0,134,226721
2026-03-19 11:26:00,18949.0,18949.0,18910.0,18924.0,1032,226752
2026-03-19 11:27:00,18923.0,18945.0,18920.0,18928.0,677,226745
2026-03-19 11:28:00,18928.0,18949.0,18919.0,18949.0,40,226650
2026-03-19 11:29:00,18950.0,18957.0,18940.0,18956.0,143,226621
2026-03-19 11:30:00,18954.0,18968.0,18936.0,18940.0,673,226500
2026-03-19 13:31:00,18850.0,18882.0,18775.0,18811.0,1566,226969
2026-03-19 13:32:00,18802.0,18802.0,18728.0,18746.0,2365,227489
2026-03-19 13:33:00,18749.0,18783.0,18734.0,18783.0,1894,227613
2026-03-19 13:34:00,18785.0,18800.0,18732.0,18732.0,2111,227679
2026-03-19 13:35:00,18741.0,18741.0,18683.0,18717.0,3696,227880
2026-03-19 13:36:00,18718.0,18718.0,18668.0,18700.0,2328,228037
2026-03-19 13:37:00,18691.0,18737.0,18672.0,18681.0,2397,228211
2026-03-19 13:38:00,18681.0,18693.0,18659.0,18667.0,2262,228559
2026-03-19 13:39:00,18668.0,18677.0,18594.0,18606.0,3828,228862
2026-03-19 13:40:00,18606.0,18618.0,18594.0,18617.0,2329,228925
2026-03-19 13:41:00,18618.0,18659.0,18616.0,18657.0,259,228977
2026-03-19 13:42:00,18656.0,18677.0,18645.0,18677.0,133,229024
2026-03-19 13:43:00,18677.0,18677.0,18655.0,18658.0,39,229125
2026-03-19 13:44:00,18660.0,18689.0,18631.0,18631.0,1649,229124
2026-03-19 13:45:00,18618.0,18660.0,18615.0,18619.0,1589,229142
2026-03-19 13:46:00,18615.0,18615.0,18518.0,18546.0,4786,229355
2026-03-19 13:47:00,18561.0,18611.0,18561.0,18579.0,1775,229330
2026-03-19 13:48:00,18580.0,18602.0,18550.0,18602.0,545,229518
2026-03-19 13:49:00,18600.0,18625.0,18595.0,18595.0,1381,229438
2026-03-19 13:50:00,18597.0,18613.0,18573.0,18573.0,1119,229548
2026-03-19 13:51:00,18556.0,18603.0,18537.0,18601.0,2027,229611
2026-03-19 13:52:00,18593.0,18606.0,18578.0,18606.0,969,229617
2026-03-19 13:53:00,18603.0,18604.0,18586.0,18592.0,924,229727
2026-03-19 13:54:00,18597.0,18613.0,18561.0,18571.0,1226,229652
2026-03-19 13:55:00,18577.0,18584.0,18545.0,18557.0,1482,229867
2026-03-19 13:56:00,18560.0,18560.0,18498.0,18498.0,2396,230185
2026-03-19 13:57:00,18466.0,18500.0,18444.0,18449.0,4284,230338
2026-03-19 13:58:00,18462.0,18490.0,18461.0,18480.0,820,230356
