combo_len,buy_pos,signal_len,buy_time,buy_price,sell_time,sell_price,hold_len,long_pnl_pct,long_win,short_pnl_pct,short_win,signal_detail,buy_type
11,4,4,2026-03-19 21:45:00,1016.7,2026-03-19 21:51:00,1018.36,6,0.1632733353004788,True,-0.1632733353004788,False,1#中阴-0.17%;2#T字-0.01%;3#T字-0.01%;4#T字-0.01%,长上影阴
11,4,4,2026-03-19 21:53:00,1019.94,2026-03-19 21:59:00,1028.56,6,0.8451477537894279,True,-0.8451477537894279,False,1#长上影阴-0.03%;2#T字+0.03%;3#大阳+0.14%;4#中阳+0.05%,长下影阳
11,4,4,2026-03-19 21:54:00,1022.06,2026-03-19 22:00:00,1029.68,6,0.7455530986439268,True,-0.7455530986439268,False,1#T字+0.03%;2#大阳+0.14%;3#中阳+0.05%;4#长下影阳+0.04%,T字
11,4,4,2026-03-19 21:55:00,1023.7,2026-03-19 22:01:00,1033.38,6,0.9455895281820907,True,-0.9455895281820907,False,1#大阳+0.14%;2#中阳+0.05%;3#长下影阳+0.04%;4#T字+0.02%,中阳
11,4,4,2026-03-19 21:56:00,1024.22,2026-03-19 22:02:00,1033.08,6,0.865048524731005,True,-0.865048524731005,False,1#中阳+0.05%;2#长下影阳+0.04%;3#T字+0.02%;4#中阳+0.08%,长上影阳
11,4,4,2026-03-19 21:57:00,1027.68,2026-03-19 22:03:00,1033.98,6,0.6130312937879451,True,-0.6130312937879451,False,1#长下影阳+0.04%;2#T字+0.02%;3#中阳+0.08%;4#长上影阳+0.04%,长下影阳
11,4,4,2026-03-19 21:58:00,1028.14,2026-03-19 22:04:00,1033.3,6,0.5018771762600283,True,-0.5018771762600283,False,1#T字+0.02%;2#中阳+0.08%;3#长上影阳+0.04%;4#长下影阳+0.10%,长下影阳
11,4,4,2026-03-19 21:59:00,1028.56,2026-03-19 22:05:00,1031.1,6,0.24694718830208873,True,-0.24694718830208873,False,1#中阳+0.08%;2#长上影阳+0.04%;3#长下影阳+0.10%;4#长下影阳+0.03%,T字
11,4,4,2026-03-19 22:00:00,1029.68,2026-03-19 22:06:00,1032.52,6,0.27581384507807455,True,-0.27581384507807455,False,1#长上影阳+0.04%;2#长下影阳+0.10%;3#长下影阳+0.03%;4#T字-0.01%,大阳
11,4,4,2026-03-19 22:01:00,1033.38,2026-03-19 22:07:00,1031.38,6,-0.19353964659660527,False,0.19353964659660527,True,1#长下影阳+0.10%;2#长下影阳+0.03%;3#T字-0.01%;4#大阳+0.22%,长下影阳
11,4,4,2026-03-19 22:02:00,1033.08,2026-03-19 22:08:00,1031.94,6,-0.1103496341038325,False,0.1103496341038325,True,1#长下影阳+0.03%;2#T字-0.01%;3#大阳+0.22%;4#长下影阳+0.08%,长上影阳
11,4,4,2026-03-19 22:13:00,1033.42,2026-03-19 22:19:00,1029.2,6,-0.40835284782566883,False,0.40835284782566883,True,1#大阴-0.10%;2#长下影阳+0.05%;3#中阳+0.09%;4#长下影阳+0.14%,中阴
11,4,4,2026-03-19 22:38:00,1030.2,2026-03-19 22:44:00,1029.02,6,-0.11454086585129719,False,0.11454086585129719,True,1#倒T-0.00%;2#长下影阳+0.10%;3#大阳+0.09%;4#长下影阳+0.05%,十字星
11,4,4,2026-03-19 22:52:00,1031.92,2026-03-19 22:58:00,1028.86,6,-0.29653461508645756,False,0.29653461508645756,True,1#长下影阴-0.02%;2#中阳+0.05%;3#长下影阴-0.03%;4#T字+0.00%,大阳
11,4,4,2026-03-19 22:53:00,1031.84,2026-03-19 22:59:00,1028.1,6,-0.36245929601488697,False,0.36245929601488697,True,1#中阳+0.05%;2#长下影阴-0.03%;3#T字+0.00%;4#大阳+0.17%,长下影阴
11,4,4,2026-03-19 23:06:00,1032.64,2026-03-19 23:12:00,1029.18,6,-0.33506352649520027,False,0.33506352649520027,True,1#长上影阴-0.06%;2#中阳+0.12%;3#中阳+0.05%;4#大阳+0.19%,大阳
11,4,4,2026-03-19 23:07:00,1032.98,2026-03-19 23:13:00,1029.84,6,-0.30397490754904255,False,0.30397490754904255,True,1#中阳+0.12%;2#中阳+0.05%;3#大阳+0.19%;4#大阳+0.27%,长上影阳
11,4,4,2026-03-19 23:08:00,1030.54,2026-03-19 23:14:00,1030.6,6,0.005822190307988573,True,-0.005822190307988573,False,1#中阳+0.05%;2#大阳+0.19%;3#大阳+0.27%;4#长上影阳+0.03%,大阴
11,4,4,2026-03-19 23:16:00,1030.32,2026-03-19 23:22:00,1028.06,6,-0.21934932836400253,False,0.21934932836400253,True,1#中阴-0.06%;2#大阳+0.07%;3#中阳+0.07%;4#大阳+0.15%,大阴
11,4,4,2026-03-19 23:38:00,1021.42,2026-03-19 23:44:00,1021.52,6,0.009790291946508071,True,-0.009790291946508071,False,1#大阴-0.18%;2#中阳+0.09%;3#长下影阳+0.03%;4#长上影阳+0.02%,大阴
11,4,4,2026-03-19 23:51:00,1023.5,2026-03-19 23:57:00,1027.58,6,0.3986321446018492,True,-0.3986321446018492,False,1#大阴-0.08%;2#小阳+0.03%;3#大阳+0.19%;4#中阳+0.08%,大阳
11,4,4,2026-03-19 23:52:00,1023.54,2026-03-19 23:58:00,1025.86,6,0.22666432186333085,True,-0.22666432186333085,False,1#小阳+0.03%;2#大阳+0.19%;3#中阳+0.08%;4#大阳+0.06%,倒T
11,4,4,2026-03-19 23:53:00,1023.64,2026-03-19 23:59:00,1025.88,6,0.2188269313430623,True,-0.2188269313430623,False,1#大阳+0.19%;2#中阳+0.08%;3#大阳+0.06%;4#倒T+0.00%,长下影阳
11,4,4,2026-03-19 23:54:00,1024.92,2026-03-20 00:00:00,1025.6,6,0.06634664168909146,True,-0.06634664168909146,False,1#中阳+0.08%;2#大阳+0.06%;3#倒T+0.00%;4#长下影阳+0.02%,大阳
11,4,4,2026-03-19 23:55:00,1024.14,2026-03-20 00:01:00,1026.54,6,0.23434296092329793,True,-0.23434296092329793,False,1#大阳+0.06%;2#倒T+0.00%;3#长下影阳+0.02%;4#大阳+0.13%,大阴
11,4,4,2026-03-20 00:04:00,1028.86,2026-03-20 00:10:00,1028.7,6,-0.015551192582066995,False,0.015551192582066995,True,1#长上影阴-0.03%;2#中阳+0.09%;3#大阳+0.17%;4#长下影阳+0.03%,长上影阳
11,4,4,2026-03-20 00:05:00,1028.56,2026-03-20 00:11:00,1026.38,6,-0.2119467994088664,False,0.2119467994088664,True,1#中阳+0.09%;2#大阳+0.17%;3#长下影阳+0.03%;4#长上影阳+0.03%,中阴
11,4,4,2026-03-20 00:23:00,1027.66,2026-03-20 00:29:00,1025.8,6,-0.18099371387425095,False,0.18099371387425095,True,1#十字星-0.01%;2#大阳+0.12%;3#中阳+0.07%;4#中阳+0.03%,长上影阴
11,4,4,2026-03-20 00:42:00,1026.9,2026-03-20 00:48:00,1024.68,6,-0.21618463336255012,False,0.21618463336255012,True,1#倒T-0.00%;2#大阳+0.09%;3#长上影阳+0.04%;4#大阳+0.14%,中阳
11,4,4,2026-03-20 00:43:00,1025.84,2026-03-20 00:49:00,1024.52,6,-0.1286750370428075,False,0.1286750370428075,True,1#大阳+0.09%;2#长上影阳+0.04%;3#大阳+0.14%;4#中阳+0.07%,大阴
11,4,4,2026-03-20 01:20:00,1024.24,2026-03-20 01:26:00,1026.06,6,0.17769272826680627,True,-0.17769272826680627,False,1#大阴-0.09%;2#大阳+0.09%;3#大阳+0.05%;4#大阳+0.17%,中阳
11,4,4,2026-03-20 01:21:00,1025.92,2026-03-20 01:27:00,1026.86,6,0.09162507797877291,True,-0.09162507797877291,False,1#大阳+0.09%;2#大阳+0.05%;3#大阳+0.17%;4#中阳+0.09%,大阳
11,4,4,2026-03-20 01:22:00,1025.24,2026-03-20 01:28:00,1026.0,6,0.07412898443291238,True,-0.07412898443291238,False,1#大阳+0.05%;2#大阳+0.17%;3#中阳+0.09%;4#大阳+0.18%,中阴
11,4,4,2026-03-20 01:26:00,1026.06,2026-03-20 01:32:00,1027.74,6,0.16373311502251953,True,-0.16373311502251953,False,1#中阴-0.05%;2#长上影阳+0.05%;3#长下影阳+0.03%;4#大阳+0.06%,长上影阴
11,4,4,2026-03-20 01:33:00,1026.94,2026-03-20 01:39:00,1025.68,6,-0.12269460727987913,False,0.12269460727987913,True,1#大阴-0.10%;2#十字星+0.00%;3#大阳+0.18%;4#中阳+0.07%,中阴
11,4,4,2026-03-20 01:54:00,1029.96,2026-03-20 02:00:00,1027.58,6,-0.23107693502661358,False,0.23107693502661358,True,1#中阴-0.03%;2#大阳+0.11%;3#大阳+0.07%;4#大阳+0.19%,小阴
11,4,4,2026-03-20 02:03:00,1026.0,2026-03-20 02:09:00,1026.56,6,0.05458089668615452,True,-0.05458089668615452,False,1#大阴-0.08%;2#长上影阳+0.01%;3#十字星+0.00%;4#长下影阳+0.01%,大阴
11,4,4,2026-03-20 02:12:00,1026.88,2026-03-20 02:18:00,1027.38,6,0.048691181053287624,True,-0.048691181053287624,False,1#长下影阴-0.01%;2#大阳+0.07%;3#中阳+0.06%;4#中阳+0.04%,大阴
11,4,4,2026-03-20 02:28:00,1027.14,2026-03-20 09:04:00,1037.4,6,0.9988901220865696,True,-0.9988901220865696,False,1#大阴-0.10%;2#大阳+0.04%;3#长上影阳+0.02%;4#大阳+0.04%,大阳
11,4,4,2026-03-20 02:29:00,1026.74,2026-03-20 09:05:00,1038.58,6,1.153164384362148,True,-1.153164384362148,False,1#大阳+0.04%;2#长上影阳+0.02%;3#大阳+0.04%;4#大阳+0.06%,大阴
11,4,4,2026-03-20 09:06:00,1039.0,2026-03-20 09:12:00,1036.5,6,-0.2406159769008662,False,0.2406159769008662,True,1#大阴-0.11%;2#长下影阳+0.06%;3#大阳+0.12%;4#大阳+0.11%,大阳
11,4,4,2026-03-20 09:07:00,1039.42,2026-03-20 09:13:00,1035.76,6,-0.35211945123242594,False,0.35211945123242594,True,1#长下影阳+0.06%;2#大阳+0.12%;3#大阳+0.11%;4#大阳+0.04%,长上影阳
11,4,4,2026-03-20 09:08:00,1040.32,2026-03-20 09:14:00,1036.2,6,-0.3960319901568643,False,0.3960319901568643,True,1#大阳+0.12%;2#大阳+0.11%;3#大阳+0.04%;4#长上影阳+0.04%,中阳
11,4,4,2026-03-20 09:09:00,1040.2,2026-03-20 09:15:00,1035.76,6,-0.42684099211690585,False,0.42684099211690585,True,1#大阳+0.11%;2#大阳+0.04%;3#长上影阳+0.04%;4#中阳+0.08%,长下影阴
11,4,4,2026-03-20 09:28:00,1036.84,2026-03-20 09:34:00,1040.92,6,0.39350333706262824,True,-0.39350333706262824,False,1#中阴-0.03%;2#长下影阳+0.02%;3#小阴-0.02%;4#长下影阳+0.03%,长上影阴
11,4,4,2026-03-20 09:32:00,1040.0,2026-03-20 09:38:00,1040.7,6,0.06730769230769669,True,-0.06730769230769669,False,1#长上影阴-0.03%;2#T字-0.01%;3#长下影阳+0.01%;4#T字+0.01%,长下影阳
11,4,4,2026-03-20 09:33:00,1040.62,2026-03-20 09:39:00,1040.66,6,0.0038438623128703078,True,-0.0038438623128703078,False,1#T字-0.01%;2#长下影阳+0.01%;3#T字+0.01%;4#长下影阳+0.02%,大阳
11,4,4,2026-03-20 09:34:00,1040.92,2026-03-20 09:40:00,1040.98,6,0.005764131729618552,True,-0.005764131729618552,False,1#长下影阳+0.01%;2#T字+0.01%;3#长下影阳+0.02%;4#大阳+0.06%,中阳
11,4,4,2026-03-20 09:35:00,1041.86,2026-03-20 09:41:00,1042.6,6,0.07102681742268722,True,-0.07102681742268722,False,1#T字+0.01%;2#长下影阳+0.02%;3#大阳+0.06%;4#中阳+0.03%,大阳
11,4,4,2026-03-20 09:36:00,1041.22,2026-03-20 09:42:00,1042.64,6,0.13637847909184156,True,-0.13637847909184156,False,1#长下影阳+0.02%;2#大阳+0.06%;3#中阳+0.03%;4#大阳+0.09%,大阴
11,4,4,2026-03-20 09:43:00,1042.32,2026-03-20 09:49:00,1043.6,6,0.12280297797221322,True,-0.12280297797221322,False,1#小阴-0.02%;2#中阳+0.03%;3#大阳+0.17%;4#长下影阴-0.01%,长上影阴
11,4,4,2026-03-20 09:47:00,1045.0,2026-03-20 09:53:00,1042.88,6,-0.20287081339711877,False,0.20287081339711877,True,1#长上影阴-0.03%;2#中阳+0.04%;3#T字-0.01%;4#大阳+0.20%,倒T
11,4,4,2026-03-20 09:55:00,1042.42,2026-03-20 10:01:00,1042.8,6,0.03645363672990558,True,-0.03645363672990558,False,1#大阴-0.10%;2#倒T+0.01%;3#中阳+0.05%;4#大阳+0.04%,大阴
11,4,4,2026-03-20 10:09:00,1043.64,2026-03-20 10:15:00,1044.9,6,0.12073128665056829,True,-0.12073128665056829,False,1#大阴-0.12%;2#小阳+0.02%;3#大阳+0.08%;4#中阳+0.03%,大阳
11,4,4,2026-03-20 10:10:00,1044.26,2026-03-20 10:31:00,1043.82,6,-0.04213510045391517,False,0.04213510045391517,True,1#小阳+0.02%;2#大阳+0.08%;3#中阳+0.03%;4#大阳+0.06%,大阳
11,4,4,2026-03-20 10:11:00,1045.0,2026-03-20 10:32:00,1044.24,6,-0.07272727272727185,False,0.07272727272727185,True,1#大阳+0.08%;2#中阳+0.03%;3#大阳+0.06%;4#大阳+0.06%,大阳
11,4,4,2026-03-20 10:12:00,1044.72,2026-03-20 10:33:00,1044.94,6,0.02105827398729107,True,-0.02105827398729107,False,1#中阳+0.03%;2#大阳+0.06%;3#大阳+0.06%;4#大阳+0.07%,长下影阴
11,4,4,2026-03-20 10:35:00,1045.46,2026-03-20 10:41:00,1043.82,6,-0.15686874677176554,False,0.15686874677176554,True,1#中阴-0.05%;2#中阳+0.04%;3#大阳+0.07%;4#大阳+0.05%,小阳
11,4,4,2026-03-20 10:36:00,1044.98,2026-03-20 10:42:00,1043.42,6,-0.1492851537828423,False,0.1492851537828423,True,1#中阳+0.04%;2#大阳+0.07%;3#大阳+0.05%;4#小阳+0.01%,长上影阴
11,4,4,2026-03-20 10:50:00,1047.38,2026-03-20 10:56:00,1046.8,6,-0.0553762722221309,False,0.0553762722221309,True,1#十字星-0.01%;2#大阳+0.05%;3#大阳+0.07%;4#大阳+0.10%,大阳
11,4,4,2026-03-20 10:51:00,1048.06,2026-03-20 10:57:00,1046.98,6,-0.10304753544643697,False,0.10304753544643697,True,1#大阳+0.05%;2#大阳+0.07%;3#大阳+0.10%;4#大阳+0.11%,中阳
11,4,4,2026-03-20 10:52:00,1047.26,2026-03-20 10:58:00,1047.6,6,0.032465672325871144,True,-0.032465672325871144,False,1#大阳+0.07%;2#大阳+0.10%;3#大阳+0.11%;4#中阳+0.06%,中阴
11,4,4,2026-03-20 11:07:00,1050.84,2026-03-20 11:13:00,1052.56,6,0.1636785809447706,True,-0.1636785809447706,False,1#长下影阴-0.02%;2#大阳+0.06%;3#大阳+0.13%;4#大阳+0.15%,小阳
11,4,4,2026-03-20 11:08:00,1051.78,2026-03-20 11:14:00,1052.08,6,0.028523075167806434,True,-0.028523075167806434,False,1#大阳+0.06%;2#大阳+0.13%;3#大阳+0.15%;4#小阳+0.02%,大阳
11,4,4,2026-03-20 11:09:00,1051.28,2026-03-20 11:15:00,1051.68,6,0.038048854729481295,True,-0.038048854729481295,False,1#大阳+0.13%;2#大阳+0.15%;3#小阳+0.02%;4#大阳+0.09%,中阴
11,4,4,2026-03-20 11:13:00,1052.56,2026-03-20 11:19:00,1055.5,6,0.2793189936915762,True,-0.2793189936915762,False,1#中阴-0.04%;2#长下影阳+0.03%;3#小阴-0.03%;4#小阳+0.02%,长下影阴
